Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","21","Brazil","684","Fat supply quantity (g/capita/day)","2532","Cassava and products","2017","2017","g/capita/day","0.2","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","684","Fat supply quantity (g/capita/day)","2532","Cassava and products","2018","2018","g/capita/day","0.2","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","684","Fat supply quantity (g/capita/day)","2532","Cassava and products","2019","2019","g/capita/day","0.19","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","5511","Production","2531","Potatoes and products","2010","2010","1000 tonnes","3548","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5511","Production","2531","Potatoes and products","2011","2011","1000 tonnes","3917","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5511","Production","2531","Potatoes and products","2012","2012","1000 tonnes","3732","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5511","Production","2531","Potatoes and products","2013","2013","1000 tonnes","3554","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5511","Production","2531","Potatoes and products","2014","2014","1000 tonnes","3690","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5511","Production","2531","Potatoes and products","2015","2015","1000 tonnes","3868","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5511","Production","2531","Potatoes and products","2016","2016","1000 tonnes","3851","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5511","Production","2531","Potatoes and products","2017","2017","1000 tonnes","3655","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5511","Production","2531","Potatoes and products","2018","2018","1000 tonnes","3729","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5511","Production","2531","Potatoes and products","2019","2019","1000 tonnes","3697","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5611","Import Quantity","2531","Potatoes and products","2010","2010","1000 tonnes","635","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5611","Import Quantity","2531","Potatoes and products","2011","2011","1000 tonnes","594","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5611","Import Quantity","2531","Potatoes and products","2012","2012","1000 tonnes","593","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5611","Import Quantity","2531","Potatoes and products","2013","2013","1000 tonnes","745","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5611","Import Quantity","2531","Potatoes and products","2014","2014","1000 tonnes","318","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5611","Import Quantity","2531","Potatoes and products","2015","2015","1000 tonnes","309","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5611","Import Quantity","2531","Potatoes and products","2016","2016","1000 tonnes","410","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5611","Import Quantity","2531","Potatoes and products","2017","2017","1000 tonnes","372","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5611","Import Quantity","2531","Potatoes and products","2018","2018","1000 tonnes","846","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5611","Import Quantity","2531","Potatoes and products","2019","2019","1000 tonnes","888","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5072","Stock Variation","2531","Potatoes and products","2010","2010","1000 tonnes","-74","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5072","Stock Variation","2531","Potatoes and products","2011","2011","1000 tonnes","104","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5072","Stock Variation","2531","Potatoes and products","2012","2012","1000 tonnes","-105","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5072","Stock Variation","2531","Potatoes and products","2013","2013","1000 tonnes","-180","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5072","Stock Variation","2531","Potatoes and products","2014","2014","1000 tonnes","-145","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5072","Stock Variation","2531","Potatoes and products","2015","2015","1000 tonnes","75","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5072","Stock Variation","2531","Potatoes and products","2016","2016","1000 tonnes","165","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5072","Stock Variation","2531","Potatoes and products","2017","2017","1000 tonnes","-56","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5072","Stock Variation","2531","Potatoes and products","2018","2018","1000 tonnes","72","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5072","Stock Variation","2531","Potatoes and products","2019","2019","1000 tonnes","37","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5911","Export Quantity","2531","Potatoes and products","2010","2010","1000 tonnes","1","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5911","Export Quantity","2531","Potatoes and products","2011","2011","1000 tonnes","3","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5911","Export Quantity","2531","Potatoes and products","2012","2012","1000 tonnes","1","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5911","Export Quantity","2531","Potatoes and products","2013","2013","1000 tonnes","2","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5911","Export Quantity","2531","Potatoes and products","2014","2014","1000 tonnes","9","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5911","Export Quantity","2531","Potatoes and products","2015","2015","1000 tonnes","11","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5911","Export Quantity","2531","Potatoes and products","2016","2016","1000 tonnes","3","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5911","Export Quantity","2531","Potatoes and products","2017","2017","1000 tonnes","21","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5911","Export Quantity","2531","Potatoes and products","2018","2018","1000 tonnes","13","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5911","Export Quantity","2531","Potatoes and products","2019","2019","1000 tonnes","3","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5301","Domestic supply quantity","2531","Potatoes and products","2010","2010","1000 tonnes","4255","S","Standardized data"
"FBS","Food Balances (2010-)","21","Brazil","5301","Domestic supply quantity","2531","Potatoes and products","2011","2011","1000 tonnes","4404","S","Standardized data"
"FBS","Food Balances (2010-)","21","Brazil","5301","Domestic supply quantity","2531","Potatoes and products","2012","2012","1000 tonnes","4428","S","Standardized data"
"FBS","Food Balances (2010-)","21","Brazil","5301","Domestic supply quantity","2531","Potatoes and products","2013","2013","1000 tonnes","4477","S","Standardized data"
"FBS","Food Balances (2010-)","21","Brazil","5301","Domestic supply quantity","2531","Potatoes and products","2014","2014","1000 tonnes","4144","S","Standardized data"
"FBS","Food Balances (2010-)","21","Brazil","5301","Domestic supply quantity","2531","Potatoes and products","2015","2015","1000 tonnes","4090","S","Standardized data"
"FBS","Food Balances (2010-)","21","Brazil","5301","Domestic supply quantity","2531","Potatoes and products","2016","2016","1000 tonnes","4094","S","Standardized data"
"FBS","Food Balances (2010-)","21","Brazil","5301","Domestic supply quantity","2531","Potatoes and products","2017","2017","1000 tonnes","4062","S","Standardized data"
"FBS","Food Balances (2010-)","21","Brazil","5301","Domestic supply quantity","2531","Potatoes and products","2018","2018","1000 tonnes","4490","S","Standardized data"
"FBS","Food Balances (2010-)","21","Brazil","5301","Domestic supply quantity","2531","Potatoes and products","2019","2019","1000 tonnes","4545","S","Standardized data"
"FBS","Food Balances (2010-)","21","Brazil","5521","Feed","2531","Potatoes and products","2010","2010","1000 tonnes","65","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5521","Feed","2531","Potatoes and products","2011","2011","1000 tonnes","71","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5521","Feed","2531","Potatoes and products","2012","2012","1000 tonnes","68","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5521","Feed","2531","Potatoes and products","2013","2013","1000 tonnes","65","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5521","Feed","2531","Potatoes and products","2014","2014","1000 tonnes","68","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5521","Feed","2531","Potatoes and products","2015","2015","1000 tonnes","45","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5521","Feed","2531","Potatoes and products","2016","2016","1000 tonnes","100","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5521","Feed","2531","Potatoes and products","2017","2017","1000 tonnes","68","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5521","Feed","2531","Potatoes and products","2018","2018","1000 tonnes","69","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5521","Feed","2531","Potatoes and products","2019","2019","1000 tonnes","69","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5527","Seed","2531","Potatoes and products","2010","2010","1000 tonnes","227","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5527","Seed","2531","Potatoes and products","2011","2011","1000 tonnes","250","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5527","Seed","2531","Potatoes and products","2012","2012","1000 tonnes","238","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5527","Seed","2531","Potatoes and products","2013","2013","1000 tonnes","227","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5527","Seed","2531","Potatoes and products","2014","2014","1000 tonnes","236","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5527","Seed","2531","Potatoes and products","2015","2015","1000 tonnes","247","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5527","Seed","2531","Potatoes and products","2016","2016","1000 tonnes","246","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5527","Seed","2531","Potatoes and products","2017","2017","1000 tonnes","233","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5527","Seed","2531","Potatoes and products","2018","2018","1000 tonnes","236","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5527","Seed","2531","Potatoes and products","2019","2019","1000 tonnes","236","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5123","Losses","2531","Potatoes and products","2010","2010","1000 tonnes","267","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5123","Losses","2531","Potatoes and products","2011","2011","1000 tonnes","295","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5123","Losses","2531","Potatoes and products","2012","2012","1000 tonnes","281","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5123","Losses","2531","Potatoes and products","2013","2013","1000 tonnes","267","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5123","Losses","2531","Potatoes and products","2014","2014","1000 tonnes","278","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5123","Losses","2531","Potatoes and products","2015","2015","1000 tonnes","291","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5123","Losses","2531","Potatoes and products","2016","2016","1000 tonnes","290","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5123","Losses","2531","Potatoes and products","2017","2017","1000 tonnes","275","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5123","Losses","2531","Potatoes and products","2018","2018","1000 tonnes","278","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5123","Losses","2531","Potatoes and products","2019","2019","1000 tonnes","278","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5131","Processing","2531","Potatoes and products","2010","2010","","","",""
"FBS","Food Balances (2010-)","21","Brazil","5131","Processing","2531","Potatoes and products","2011","2011","","","",""
"FBS","Food Balances (2010-)","21","Brazil","5131","Processing","2531","Potatoes and products","2012","2012","","","",""
"FBS","Food Balances (2010-)","21","Brazil","5131","Processing","2531","Potatoes and products","2013","2013","","","",""
"FBS","Food Balances (2010-)","21","Brazil","5131","Processing","2531","Potatoes and products","2014","2014","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5131","Processing","2531","Potatoes and products","2015","2015","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5131","Processing","2531","Potatoes and products","2016","2016","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5131","Processing","2531","Potatoes and products","2017","2017","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5131","Processing","2531","Potatoes and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5131","Processing","2531","Potatoes and products","2019","2019","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5154","Other uses (non-food)","2531","Potatoes and products","2010","2010","1000 tonnes","2","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5154","Other uses (non-food)","2531","Potatoes and products","2011","2011","1000 tonnes","1","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5154","Other uses (non-food)","2531","Potatoes and products","2012","2012","1000 tonnes","1","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5154","Other uses (non-food)","2531","Potatoes and products","2013","2013","1000 tonnes","1","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5154","Other uses (non-food)","2531","Potatoes and products","2014","2014","1000 tonnes","1","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5154","Other uses (non-food)","2531","Potatoes and products","2015","2015","1000 tonnes","1","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5154","Other uses (non-food)","2531","Potatoes and products","2016","2016","1000 tonnes","1","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5154","Other uses (non-food)","2531","Potatoes and products","2017","2017","1000 tonnes","2","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5154","Other uses (non-food)","2531","Potatoes and products","2018","2018","1000 tonnes","2","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5154","Other uses (non-food)","2531","Potatoes and products","2019","2019","1000 tonnes","2","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5171","Tourist consumption","2531","Potatoes and products","2010","2010","","","",""
"FBS","Food Balances (2010-)","21","Brazil","5171","Tourist consumption","2531","Potatoes and products","2011","2011","","","",""
"FBS","Food Balances (2010-)","21","Brazil","5171","Tourist consumption","2531","Potatoes and products","2012","2012","","","",""
"FBS","Food Balances (2010-)","21","Brazil","5171","Tourist consumption","2531","Potatoes and products","2013","2013","","","",""
"FBS","Food Balances (2010-)","21","Brazil","5171","Tourist consumption","2531","Potatoes and products","2014","2014","","","",""
"FBS","Food Balances (2010-)","21","Brazil","5171","Tourist consumption","2531","Potatoes and products","2015","2015","","","",""
"FBS","Food Balances (2010-)","21","Brazil","5171","Tourist consumption","2531","Potatoes and products","2016","2016","","","",""
"FBS","Food Balances (2010-)","21","Brazil","5171","Tourist consumption","2531","Potatoes and products","2017","2017","","","",""
"FBS","Food Balances (2010-)","21","Brazil","5171","Tourist consumption","2531","Potatoes and products","2018","2018","","","",""
"FBS","Food Balances (2010-)","21","Brazil","5171","Tourist consumption","2531","Potatoes and products","2019","2019","","","",""
"FBS","Food Balances (2010-)","21","Brazil","5170","Residuals","2531","Potatoes and products","2010","2010","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5170","Residuals","2531","Potatoes and products","2011","2011","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5170","Residuals","2531","Potatoes and products","2012","2012","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5170","Residuals","2531","Potatoes and products","2013","2013","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5170","Residuals","2531","Potatoes and products","2014","2014","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5170","Residuals","2531","Potatoes and products","2015","2015","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5170","Residuals","2531","Potatoes and products","2016","2016","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5170","Residuals","2531","Potatoes and products","2017","2017","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5170","Residuals","2531","Potatoes and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5170","Residuals","2531","Potatoes and products","2019","2019","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5142","Food","2531","Potatoes and products","2010","2010","1000 tonnes","3695","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5142","Food","2531","Potatoes and products","2011","2011","1000 tonnes","3787","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5142","Food","2531","Potatoes and products","2012","2012","1000 tonnes","3840","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5142","Food","2531","Potatoes and products","2013","2013","1000 tonnes","3916","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5142","Food","2531","Potatoes and products","2014","2014","1000 tonnes","3561","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5142","Food","2531","Potatoes and products","2015","2015","1000 tonnes","3506","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5142","Food","2531","Potatoes and products","2016","2016","1000 tonnes","3457","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5142","Food","2531","Potatoes and products","2017","2017","1000 tonnes","3485","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5142","Food","2531","Potatoes and products","2018","2018","1000 tonnes","3907","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5142","Food","2531","Potatoes and products","2019","2019","1000 tonnes","3961","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","645","Food supply quantity (kg/capita/yr)","2531","Potatoes and products","2010","2010","kg","18.88","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","645","Food supply quantity (kg/capita/yr)","2531","Potatoes and products","2011","2011","kg","19.17","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","645","Food supply quantity (kg/capita/yr)","2531","Potatoes and products","2012","2012","kg","19.27","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","645","Food supply quantity (kg/capita/yr)","2531","Potatoes and products","2013","2013","kg","19.48","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","645","Food supply quantity (kg/capita/yr)","2531","Potatoes and products","2014","2014","kg","17.56","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","645","Food supply quantity (kg/capita/yr)","2531","Potatoes and products","2015","2015","kg","17.15","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","645","Food supply quantity (kg/capita/yr)","2531","Potatoes and products","2016","2016","kg","16.77","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","645","Food supply quantity (kg/capita/yr)","2531","Potatoes and products","2017","2017","kg","16.77","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","645","Food supply quantity (kg/capita/yr)","2531","Potatoes and products","2018","2018","kg","18.65","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","645","Food supply quantity (kg/capita/yr)","2531","Potatoes and products","2019","2019","kg","18.77","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","664","Food supply (kcal/capita/day)","2531","Potatoes and products","2010","2010","kcal/capita/day","33","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","664","Food supply (kcal/capita/day)","2531","Potatoes and products","2011","2011","kcal/capita/day","33","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","664","Food supply (kcal/capita/day)","2531","Potatoes and products","2012","2012","kcal/capita/day","33","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","664","Food supply (kcal/capita/day)","2531","Potatoes and products","2013","2013","kcal/capita/day","34","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","664","Food supply (kcal/capita/day)","2531","Potatoes and products","2014","2014","kcal/capita/day","34","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","664","Food supply (kcal/capita/day)","2531","Potatoes and products","2015","2015","kcal/capita/day","33","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","664","Food supply (kcal/capita/day)","2531","Potatoes and products","2016","2016","kcal/capita/day","32","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","664","Food supply (kcal/capita/day)","2531","Potatoes and products","2017","2017","kcal/capita/day","32","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","664","Food supply (kcal/capita/day)","2531","Potatoes and products","2018","2018","kcal/capita/day","32","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","664","Food supply (kcal/capita/day)","2531","Potatoes and products","2019","2019","kcal/capita/day","32","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","674","Protein supply quantity (g/capita/day)","2531","Potatoes and products","2010","2010","g/capita/day","1.09","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","674","Protein supply quantity (g/capita/day)","2531","Potatoes and products","2011","2011","g/capita/day","1.1","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","674","Protein supply quantity (g/capita/day)","2531","Potatoes and products","2012","2012","g/capita/day","1.11","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","674","Protein supply quantity (g/capita/day)","2531","Potatoes and products","2013","2013","g/capita/day","1.12","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","674","Protein supply quantity (g/capita/day)","2531","Potatoes and products","2014","2014","g/capita/day","1.12","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","674","Protein supply quantity (g/capita/day)","2531","Potatoes and products","2015","2015","g/capita/day","1.09","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","674","Protein supply quantity (g/capita/day)","2531","Potatoes and products","2016","2016","g/capita/day","1.07","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","674","Protein supply quantity (g/capita/day)","2531","Potatoes and products","2017","2017","g/capita/day","1.07","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","674","Protein supply quantity (g/capita/day)","2531","Potatoes and products","2018","2018","g/capita/day","1.07","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","674","Protein supply quantity (g/capita/day)","2531","Potatoes and products","2019","2019","g/capita/day","1.08","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","684","Fat supply quantity (g/capita/day)","2531","Potatoes and products","2010","2010","g/capita/day","0.09","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","684","Fat supply quantity (g/capita/day)","2531","Potatoes and products","2011","2011","g/capita/day","0.09","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","684","Fat supply quantity (g/capita/day)","2531","Potatoes and products","2012","2012","g/capita/day","0.09","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","684","Fat supply quantity (g/capita/day)","2531","Potatoes and products","2013","2013","g/capita/day","0.09","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","684","Fat supply quantity (g/capita/day)","2531","Potatoes and products","2014","2014","g/capita/day","0.09","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","684","Fat supply quantity (g/capita/day)","2531","Potatoes and products","2015","2015","g/capita/day","0.09","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","684","Fat supply quantity (g/capita/day)","2531","Potatoes and products","2016","2016","g/capita/day","0.09","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","684","Fat supply quantity (g/capita/day)","2531","Potatoes and products","2017","2017","g/capita/day","0.09","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","684","Fat supply quantity (g/capita/day)","2531","Potatoes and products","2018","2018","g/capita/day","0.09","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","684","Fat supply quantity (g/capita/day)","2531","Potatoes and products","2019","2019","g/capita/day","0.09","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","5511","Production","2533","Sweet potatoes","2010","2010","1000 tonnes","495","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5511","Production","2533","Sweet potatoes","2011","2011","1000 tonnes","545","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5511","Production","2533","Sweet potatoes","2012","2012","1000 tonnes","479","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5511","Production","2533","Sweet potatoes","2013","2013","1000 tonnes","505","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5511","Production","2533","Sweet potatoes","2014","2014","1000 tonnes","526","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5511","Production","2533","Sweet potatoes","2015","2015","1000 tonnes","596","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5511","Production","2533","Sweet potatoes","2016","2016","1000 tonnes","673","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5511","Production","2533","Sweet potatoes","2017","2017","1000 tonnes","780","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5511","Production","2533","Sweet potatoes","2018","2018","1000 tonnes","741","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5511","Production","2533","Sweet potatoes","2019","2019","1000 tonnes","805","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5611","Import Quantity","2533","Sweet potatoes","2010","2010","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5611","Import Quantity","2533","Sweet potatoes","2011","2011","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","21","Brazil","5611","Import Quantity","2533","Sweet potatoes","2012","2012","1000 tonnes","0","Im","FAO data based on imputation methodology"
