Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","1969","1969","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","1970","1970","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","1971","1971","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","1972","1972","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","1973","1973","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","1974","1974","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","1975","1975","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","1976","1976","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","1977","1977","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","1978","1978","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","1979","1979","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","1980","1980","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","1981","1981","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","1982","1982","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","1983","1983","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","1984","1984","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","1985","1985","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","1986","1986","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","1987","1987","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","1988","1988","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","1989","1989","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","1990","1990","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","1991","1991","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","1992","1992","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","1993","1993","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","1994","1994","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","1995","1995","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","1996","1996","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","1997","1997","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","1998","1998","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","1999","1999","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","2000","2000","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","2001","2001","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","2002","2002","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","2003","2003","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","2004","2004","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","2005","2005","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","2006","2006","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","2007","2007","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","2008","2008","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","2009","2009","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","2010","2010","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","2011","2011","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","2012","2012","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","2013","2013","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","2014","2014","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","2015","2015","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","2016","2016","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","2017","2017","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","2018","2018","","","",""
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","203","Bambara beans","2019","2019","","","",""
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1961","1961","index","41.44","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1962","1962","index","45.9","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1963","1963","index","47.8","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1964","1964","index","51.63","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1965","1965","index","53.2","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1966","1966","index","54.33","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1967","1967","index","61.49","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1968","1968","index","64.4","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1969","1969","index","70.69","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1970","1970","index","75.24","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1971","1971","index","77.07","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1972","1972","index","85.9","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1973","1973","index","53.98","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1974","1974","index","53.85","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1975","1975","index","55.52","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1976","1976","index","66.5","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1977","1977","index","65.28","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1978","1978","index","63.51","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1979","1979","index","62.42","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1980","1980","index","68.4","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1981","1981","index","68.29","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1982","1982","index","69.38","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1983","1983","index","66.82","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1984","1984","index","71.87","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1985","1985","index","73.5","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1986","1986","index","76.97","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1987","1987","index","78.5","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1988","1988","index","78.64","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1989","1989","index","83.99","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1990","1990","index","84.05","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1991","1991","index","84.58","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1992","1992","index","85.85","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1993","1993","index","85.18","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1994","1994","index","87.41","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1995","1995","index","85.15","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1996","1996","index","75.74","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1997","1997","index","79.44","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1998","1998","index","78.12","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","1999","1999","index","80.41","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2000","2000","index","83.13","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2001","2001","index","90.67","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2002","2002","index","98.19","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2003","2003","index","99.83","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2004","2004","index","96.64","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2005","2005","index","98.4","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2006","2006","index","102.11","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2007","2007","index","104.19","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2008","2008","index","102.72","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2009","2009","index","99.57","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2010","2010","index","102.3","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2011","2011","index","107.58","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2012","2012","index","101.31","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2013","2013","index","101.17","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2014","2014","index","102.07","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2015","2015","index","100.68","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2016","2016","index","97.25","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2017","2017","index","96.66","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2018","2018","index","98.69","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2019","2019","index","100","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","1961","1961","index","113.99","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","1962","1962","index","122.63","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","1963","1963","index","124.04","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","1964","1964","index","130.2","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","1965","1965","index","130.45","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","1966","1966","index","129.59","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","1967","1967","index","142.78","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","1968","1968","index","145.65","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","1969","1969","index","155.81","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","1970","1970","index","161.72","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","1971","1971","index","161.62","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","1972","1972","index","175.84","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","1973","1973","index","107.9","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","1974","1974","index","105.14","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","1975","1975","index","105.86","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","1976","1976","index","123.82","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","1977","1977","index","118.71","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","1978","1978","index","112.78","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","1979","1979","index","108.25","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","1980","1980","index","115.85","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","1981","1981","index","112.97","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","1982","1982","index","112.13","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","1983","1983","index","105.53","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","1984","1984","index","110.99","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","1985","1985","index","111.08","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","1986","1986","index","113.93","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","1987","1987","index","113.9","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","1988","1988","index","111.92","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","1989","1989","index","117.33","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","1990","1990","index","115.31","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","1991","1991","index","114.02","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","1992","1992","index","113.77","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","1993","1993","index","111.02","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","1994","1994","index","112.08","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","1995","1995","index","107.44","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","1996","1996","index","94.06","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","1997","1997","index","97.13","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","1998","1998","index","94.06","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","1999","1999","index","95.4","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","2000","2000","index","97.23","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","2001","2001","index","104.61","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","2002","2002","index","111.8","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","2003","2003","index","112.25","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","2004","2004","index","107.36","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","2005","2005","index","108.07","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","2006","2006","index","110.93","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","2007","2007","index","112.03","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","2008","2008","index","109.35","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","2009","2009","index","104.99","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","2010","2010","index","106.85","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","2011","2011","index","111.35","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","2012","2012","index","103.93","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","2013","2013","index","102.88","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","2014","2014","index","102.91","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","2015","2015","index","100.66","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","2016","2016","index","96.43","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","2017","2017","index","95.07","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","2018","2018","index","96.32","Fc","Calculated data"
"QI","Production Indices","21","Brazil","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","2019","2019","index","96.86","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","1961","1961","index","8.92","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","1962","1962","index","10.14","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","1963","1963","index","7.52","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","1964","1964","index","10.52","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","1965","1965","index","10.07","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","1966","1966","index","12.74","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","1967","1967","index","11.26","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","1968","1968","index","10.64","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","1969","1969","index","11.24","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","1970","1970","index","9.81","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","1971","1971","index","7.21","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","1972","1972","index","5.67","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","1973","1973","index","4.72","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","1974","1974","index","4.42","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","1975","1975","index","9.34","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","1976","1976","index","22.59","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","1977","1977","index","34.96","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","1978","1978","index","52.81","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","1979","1979","index","36.01","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","1980","1980","index","27.41","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","1981","1981","index","40.32","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","1982","1982","index","36.16","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","1983","1983","index","45.85","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","1984","1984","index","28.45","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","1985","1985","index","62.61","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","1986","1986","index","68.03","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","1987","1987","index","71.38","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","1988","1988","index","46.07","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","1989","1989","index","90.83","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","1990","1990","index","57.74","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","1991","1991","index","40.97","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","1992","1992","index","45.95","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","44","Barley","1993","1993","index","40.35","Fc","Calculated data"
